objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-1	0	object/tangible/buildout/buildout_placeholder_ring.iff	0	0	-195	0	1	0	0	0		$|
-2	0	object/tangible/collection/plant_11.iff	0	1222.17	121	93.3105	1	0	0	0	systems.collections.consume_click	collection.slotName|4|col_plant_01:plant_11|$|
-3	0	object/tangible/ground_spawning/area_spawner.iff	0	161.36182	124.20331	1627	0.75169384	0	-0.6595092	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000|fltMinSpawnTime|2|30.00|fltRadius|2|75.00|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|10|intSpawnSystem|0|1|registerWithController|0|1|strName|4|spider_nightsister_protector|strSpawnerType|4|area|strSpawns|4|spider_nightsister_protector|$|
-4	0	object/tangible/ground_spawning/area_spawner.iff	0	161.36182	124.20331	1627	0.75169384	0	-0.6595092	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000|fltMinSpawnTime|2|30.00|fltRadius|2|75.00|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|10|intSpawnSystem|0|1|registerWithController|0|1|strName|4|spider_nightsister_crawler|strSpawnerType|4|area|strSpawns|4|spider_nightsister_crawler|$|
-5		object/building/endor/endor_giant_catwalk.iff	0	1574	121.2	80	0.707108	0	0.707105	0		$|
-6		object/building/endor/endor_giant_catwalk.iff	0	1510	121.2	80	0.707107	0	0.707107	0		$|
-7		object/building/endor/endor_giant_catwalk.iff	0	1446	121.2	80	0.707107	0	0.707107	0		$|
-8		object/building/endor/endor_giant_catwalk.iff	0	1382	121.2	80	0.707107	0	0.707107	0		$|
-9		object/building/endor/endor_giant_catwalk.iff	0	1318	121.2	80	0.707107	0	0.707107	0		$|
-10		object/building/endor/endor_giant_catwalk.iff	0	1254	121.2	80	0.707107	0	0.707107	0		$|
-11		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1232.29	120.884	87.0933	0.707388	0	0.706825	0		$|
-12		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1228.2	121.015	94.8848	0.921061	0	0.389417	0		$|
-13		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1220.72	121.06	100.808	0.946043	0	0.324042	0		$|
-14		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1212.03	120.775	103.528	0.999688	0	0.0249965	0		$|
-15		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1232.51	120.978	72.9248	0.707389	0	0.706825	0		$|
-16		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1230.24	121.263	64.1055	0.462486	0	0.886626	0		$|
-17		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1224.7	121.218	56.3354	0.399341	0	0.916803	0		$|
-18		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1217.13	121.086	51.856	0.0257943	0	0.999667	0		$|
-19		object/building/endor/endor_tiki_torch.iff	0	1216.52	121	86.6587	1	0	0	0		$|
-20		object/building/endor/endor_tiki_torch.iff	0	1229.37	121	76.8735	1	0	0	0		$|
-21		object/building/endor/endor_tiki_torch.iff	0	1175.77	123.145	72.3701	1	0	0	0		$|
-22		object/building/endor/endor_tiki_torch.iff	0	1608.99	121	76.0664	3.20E-08	0	1	0		$|
-23		object/building/endor/endor_tiki_torch.iff	0	1653.89	124.926	70.042	3.20E-08	0	1	0		$|
-24		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1598.25	121	95.9214	0.886627	0	-0.462486	0		$|
-25		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1595.97	121	87.1021	-0.706826	0	0.707388	0		$|
-26		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1596.2	121	72.9336	-0.706824	0	0.707389	0		$|
-27		object/static/structure/dathomir/mtn_clan_strong_fence_s01.iff	0	1600.29	121.005	65.1421	-0.389417	0	0.921062	0		$|
