db_id	templateFilename
s	s
sul_hair_s01_m	object/tangible/hair/sullustan/sul_hair_s01_m.iff
sul_hair_s02_m	object/tangible/hair/sullustan/sul_hair_s02_m.iff
sul_hair_s03_m	object/tangible/hair/sullustan/sul_hair_s03_m.iff
sul_hair_s04_m	object/tangible/hair/sullustan/sul_hair_s04_m.iff
sul_hair_s05_m	object/tangible/hair/sullustan/sul_hair_s05_m.iff
sul_hair_s06_m	object/tangible/hair/sullustan/sul_hair_s06_m.iff
sul_hair_s07_m	object/tangible/hair/sullustan/sul_hair_s07_m.iff
sul_hair_s08_m	object/tangible/hair/sullustan/sul_hair_s08_m.iff
sul_hair_s09_m	object/tangible/hair/sullustan/sul_hair_s09_m.iff
sul_hair_s10_m	object/tangible/hair/sullustan/sul_hair_s10_m.iff
sul_hair_s11_m	object/tangible/hair/sullustan/sul_hair_s11_m.iff
sul_hair_s12_m	object/tangible/hair/sullustan/sul_hair_s12_m.iff
sul_hair_s13_m	object/tangible/hair/sullustan/sul_hair_s13_m.iff
sul_hair_s14_m	object/tangible/hair/sullustan/sul_hair_s14_m.iff
sul_hair_s15_m	object/tangible/hair/sullustan/sul_hair_s15_m.iff
sul_hair_s16_m	object/tangible/hair/sullustan/sul_hair_s16_m.iff
sul_hair_s17_m	object/tangible/hair/sullustan/sul_hair_s17_m.iff
sul_hair_s18_m	object/tangible/hair/sullustan/sul_hair_s18_m.iff
sul_hair_s19_m	object/tangible/hair/sullustan/sul_hair_s19_m.iff
sul_hair_s20_m	object/tangible/hair/sullustan/sul_hair_s20_m.iff
sul_hair_s21_m	object/tangible/hair/sullustan/sul_hair_s21_m.iff
sul_hair_s22_m	object/tangible/hair/sullustan/sul_hair_s22_m.iff
sul_hair_s23_m	object/tangible/hair/sullustan/sul_hair_s23_m.iff
sul_hair_s24_m	object/tangible/hair/sullustan/sul_hair_s24_m.iff
sul_hair_s25_m	object/tangible/hair/sullustan/sul_hair_s25_m.iff
sul_hair_s26_m	object/tangible/hair/sullustan/sul_hair_s26_m.iff
sul_hair_s27_m	object/tangible/hair/sullustan/sul_hair_s27_m.iff
sul_beard_s01_m	object/tangible/hair/sullustan/sul_beard_s01_m.iff
sul_beard_s02_m	object/tangible/hair/sullustan/sul_beard_s02_m.iff
sul_beard_s03_m	object/tangible/hair/sullustan/sul_beard_s03_m.iff
sul_beard_s04_m	object/tangible/hair/sullustan/sul_beard_s04_m.iff
sul_beard_s05_m	object/tangible/hair/sullustan/sul_beard_s05_m.iff
sul_beard_s06_m	object/tangible/hair/sullustan/sul_beard_s06_m.iff
sul_beard_s07_m	object/tangible/hair/sullustan/sul_beard_s07_m.iff
sul_beard_s08_m	object/tangible/hair/sullustan/sul_beard_s08_m.iff
sul_beard_s09_m	object/tangible/hair/sullustan/sul_beard_s09_m.iff
sul_beard_s10_m	object/tangible/hair/sullustan/sul_beard_s10_m.iff
sul_beard_s11_m	object/tangible/hair/sullustan/sul_beard_s11_m.iff
sul_beard_s12_m	object/tangible/hair/sullustan/sul_beard_s12_m.iff
