db_id	templateFilename
s	s
sul_hair_s01_f	object/tangible/hair/sullustan/sul_hair_s01_f.iff
sul_hair_s02_f	object/tangible/hair/sullustan/sul_hair_s02_f.iff
sul_hair_s03_f	object/tangible/hair/sullustan/sul_hair_s03_f.iff
sul_hair_s04_f	object/tangible/hair/sullustan/sul_hair_s04_f.iff
sul_hair_s05_f	object/tangible/hair/sullustan/sul_hair_s05_f.iff
sul_hair_s06_f	object/tangible/hair/sullustan/sul_hair_s06_f.iff
sul_hair_s07_f	object/tangible/hair/sullustan/sul_hair_s07_f.iff
sul_hair_s08_f	object/tangible/hair/sullustan/sul_hair_s08_f.iff
sul_hair_s09_f	object/tangible/hair/sullustan/sul_hair_s09_f.iff
sul_hair_s10_f	object/tangible/hair/sullustan/sul_hair_s10_f.iff
sul_hair_s11_f	object/tangible/hair/sullustan/sul_hair_s11_f.iff
sul_hair_s12_f	object/tangible/hair/sullustan/sul_hair_s12_f.iff
sul_hair_s13_f	object/tangible/hair/sullustan/sul_hair_s13_f.iff
sul_hair_s14_f	object/tangible/hair/sullustan/sul_hair_s14_f.iff
sul_hair_s15_f	object/tangible/hair/sullustan/sul_hair_s15_f.iff
sul_hair_s16_f	object/tangible/hair/sullustan/sul_hair_s16_f.iff
sul_hair_s17_f	object/tangible/hair/sullustan/sul_hair_s17_f.iff
sul_hair_s18_f	object/tangible/hair/sullustan/sul_hair_s18_f.iff
sul_hair_s19_f	object/tangible/hair/sullustan/sul_hair_s19_f.iff
