db_id	templateFilename
s	s
hair_wookiee_male_s01	object/tangible/hair/wookiee/hair_wookiee_male_s01.iff
hair_wookiee_male_s02	object/tangible/hair/wookiee/hair_wookiee_male_s02.iff
hair_wookiee_male_s04	object/tangible/hair/wookiee/hair_wookiee_male_s04.iff
hair_wookiee_male_s05	object/tangible/hair/wookiee/hair_wookiee_male_s05.iff
hair_wookiee_male_s13	object/tangible/hair/wookiee/hair_wookiee_male_s13.iff
hair_wookiee_male_s14	object/tangible/hair/wookiee/hair_wookiee_male_s14.iff
hair_wookiee_male_s15	object/tangible/hair/wookiee/hair_wookiee_male_s15.iff
hair_wookiee_male_s16	object/tangible/hair/wookiee/hair_wookiee_male_s16.iff
hair_wookiee_male_s17	object/tangible/hair/wookiee/hair_wookiee_male_s17.iff
hair_wookiee_male_s18	object/tangible/hair/wookiee/hair_wookiee_male_s18.iff
hair_wookiee_male_beard_s01	object/tangible/hair/wookiee/hair_wookiee_male_beard_s01.iff
hair_wookiee_male_beard_s10	object/tangible/hair/wookiee/hair_wookiee_male_beard_s10.iff
