db_id	templateFilename
s	s
apron_neck	object/tangible/wearables/aprons/apron_neck.iff
armor_alliance_pilot_gauntlets	object/tangible/wearables/armor/alliance_pilot/armor_alliance_pilot_gauntlets.iff
armor_at_at_driver_boots	object/tangible/wearables/armor/at_at_driver/armor_at_at_driver_boots.iff
armor_at_at_driver_gauntlets	object/tangible/wearables/armor/at_at_driver/armor_at_at_driver_gauntlets.iff
armor_at_at_driver_helmet	object/tangible/wearables/armor/at_at_driver/armor_at_at_driver_helmet.iff
armor_at_at_driver_jumpsuit_base	object/tangible/wearables/armor/at_at_driver/armor_at_at_driver_jumpsuit_base.iff
armor_bone_boots	object/tangible/wearables/armor/bone/armor_bone_boots.iff
armor_bone_chest_plate	object/tangible/wearables/armor/bone/armor_bone_chest_plate.iff
armor_bone_gauntlets	object/tangible/wearables/armor/bone/armor_bone_gauntlets.iff
armor_bone_helmet	object/tangible/wearables/armor/bone/armor_bone_helmet.iff
armor_bone_left_bracer	object/tangible/wearables/armor/bone/armor_bone_left_bracer.iff
armor_bone_left_sleeve	object/tangible/wearables/armor/bone/armor_bone_left_sleeve.iff
armor_bone_leggings	object/tangible/wearables/armor/bone/armor_bone_leggings.iff
armor_bone_right_bracer	object/tangible/wearables/armor/bone/armor_bone_right_bracer.iff
armor_bone_right_sleeve	object/tangible/wearables/armor/bone/armor_bone_right_sleeve.iff
armor_bounty_hunter_belt	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_belt.iff
armor_bounty_hunter_bicep_l	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_bicep_l.iff
armor_bounty_hunter_bicep_r	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_bicep_r.iff
armor_bounty_hunter_boots	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_boots.iff
armor_bounty_hunter_bracer_l	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_bracer_l.iff
armor_bounty_hunter_bracer_r	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_bracer_r.iff
armor_bounty_hunter_chest_plate	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_chest_plate.iff
armor_bounty_hunter_gloves	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_gloves.iff
armor_bounty_hunter_helmet	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_helmet.iff
armor_bounty_hunter_leggings	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_leggings.iff
armor_mandalorian_belt	object/tangible/wearables/armor/mandalorian/armor_mandalorian_belt.iff
armor_mandalorian_boots	object/tangible/wearables/armor/mandalorian/armor_mandalorian_boots.iff
armor_mandalorian_chest_plate	object/tangible/wearables/armor/mandalorian/armor_mandalorian_chest_plate.iff
armor_mandalorian_gauntlets	object/tangible/wearables/armor/mandalorian/armor_mandalorian_gauntlets.iff
