item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series1_housecleaning_kit	100000								
item_tcg_loot_reward_series1_beru_whitesuns_cookbook	200000								
item_tcg_loot_reward_series1_gorax_ear	125000								
item_tcg_loot_reward_series1_morgukai_shadow_scroll	125000								
item_tcg_loot_reward_series1_tusken_talisman	125000								
item_tcg_loot_reward_series1_hans_hydrospanner	35000								
item_tcg_loot_reward_series1_nuna_ball_advertisement	20000								
item_tcg_loot_reward_series1_radtrooper_badge	20000								
item_tcg_loot_reward_series1_display_case_01	75000								
item_tcg_loot_reward_series1_dooku_bust	75000								
item_tcg_loot_reward_series1_indoor_fountain_01	75000								
item_tcg_loot_reward_series1_indoor_fountain_02	75000								
item_tcg_loot_reward_series1_indoor_garden_01	75000								
item_tcg_loot_reward_series1_bas_relief	75000								
item_tcg_loot_reward_series1_painting_jedi_crest	45000								
item_tcg_loot_reward_series1_painting_trooper	45000								
item_tcg_loot_reward_series1_vendor_ewok	175000								
item_tcg_loot_reward_series1_vendor_gungan	175000								
item_tcg_loot_reward_series1_vendor_jawa	175000								
item_tcg_loot_reward_series1_target_creature	150000								
item_tcg_loot_reward_series1_podracer_gasgano	250000								
item_tcg_loot_reward_series1_mechno_chair	250000								
item_tcg_loot_reward_series1_organa_speeder	250000								
item_tcg_loot_reward_series1_sith_speeder	250000								
item_tcg_loot_reward_series1_greeter_meatlump	225000								
item_tcg_loot_reward_series1_greeter_bomarr_monk	225000								
item_tcg_loot_reward_series1_orange_flightsuit	85000								
item_tcg_loot_reward_series1_naboo_jacket	85000								
item_tcg_loot_reward_series1_glowing_red_eyes	85000								
item_tcg_loot_reward_series1_glowing_blue_eyes	85000								
item_tcg_loot_reward_series1_black_corset_dress	85000								
item_tcg_loot_reward_series1_black_flightsuit	85000								
