item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series5_xj6_air_speeder	250000								
item_tcg_loot_reward_series5_fg_8t8_podracer	250000								
item_tcg_loot_reward_series5_air2_swoop_speeder	250000								
item_tcg_loot_reward_series5_player_house_hangar	375000								
item_tcg_loot_reward_series5_mustafar_diorama	75000								
item_tcg_loot_reward_series5_klorri_clan_shield	40000								
item_tcg_loot_reward_series5_signal_unit	140000								
item_tcg_loot_reward_series5_nightsister_backpack	85000								
item_tcg_loot_reward_series5_tiefighter_chair	75000								
item_tcg_loot_reward_series5_deathstar_hologram	75000								
item_tcg_loot_reward_series5_cybernetic_rots_arm	85000								
item_tcg_loot_reward_series5_theater_poster	75000								
item_tcg_loot_reward_series5_galactic_hunters_poster	75000								
item_tcg_loot_reward_series5_jabbas_roasting_spit	85000								
item_tcg_loot_reward_series5_house_sign	95000								
item_tcg_loot_reward_series5_atat_head_itv	275000								
item_tcg_loot_reward_series5_lcd_screen	75000								
item_tcg_loot_reward_series5_rain_storm	75000								
item_tcg_loot_reward_series5_title	25000								
item_tcg_loot_reward_series5_atat_blueprint	75000								
item_tcg_loot_reward_series5_atat_statuette	75000								
item_tcg_loot_reward_series5_vader_statuette	75000								
item_tcg_loot_reward_series5_painting_jedi_techniques	75000								
item_tcg_loot_reward_series5_greeter_senate_guard	225000								
item_tcg_loot_reward_series5_greeter_royal_guard	225000								
item_tcg_loot_reward_series5_skywalker_statuette_02_01	75000								
item_tcg_loot_reward_series5_trench_run_diorama	75000								
item_tcg_loot_reward_series5_creature_pet_deed_scurrier_02_01	185000								
item_tcg_loot_reward_series5_ceremonial_travel_headdress	85000								
item_tcg_loot_reward_series5_armored_varactyl_statue	165000								
