item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_cs_dna_acklay	1								
item_cs_dna_angler	1								
item_cs_dna_bageraset	1								
item_bane_back_dna	1								
item_cs_dna_bantha	1								
item_cs_dna_bantha_armor	1								
item_barbed_quenker_dna	1								
item_cs_dna_mutated_vesp	1								
item_cs_dna_bark_mite	1								
item_cs_dna_baz_nitch	1								
item_cs_dna_bearded_jax	1								
item_binjiinphant_dna	1								
item_blackwing_rancor_dna	1								
item_cs_dna_blistmok	1								
item_cs_dna_blurrg	1								
item_cs_dna_boar_wolf	1								
item_cs_dna_mutated_boar	1								
item_cs_dna_bocatt	1								
item_cs_dna_bol	1								
item_cs_dna_bolle_bol	1								
item_cs_dna_bolma	1								
item_cs_dna_bolotaur	1								
item_cs_dna_bordok	1								
item_cs_dna_mutated_borgax	1								
item_cs_dna_borgle	1								
item_cs_dna_brackaset	1								
item_cs_dna_capper_spineflap	1								
item_cs_dna_carax	1								
item_cs_dna_carrion_spat	1								
item_cs_dna_choku	1								
item_cs_dna_chuba	1								
item_cs_dna_mutated_chuba_fly	1								
item_cs_dna_mutated_cu_pa	1								
item_cs_dna_condor_dragon	1								
item_cs_dna_corellian_butterfly	1								
item_cs_dna_corellian_sand_panther	1								
item_cs_dna_corellian_slice_hound	1								
item_cs_dna_crowned_rasp	1								
item_cs_dna_mutated_narglatch	1								
item_cs_dna_crystal_snake	1								
item_cs_dna_cu_pa	1								
item_cs_dna_dalyrake	1								
item_cs_dna_dewback	1								
item_cs_dna_dewback_armor	1								
item_cs_dna_dune_lizard	1								
item_cs_dna_durni	1								
item_cs_dna_dwarf_nuna	1								
item_cs_dna_eopie	1								
item_cs_dna_falumpaset	1								
item_cs_dna_fambaa	1								
item_cs_dna_mutated_cat	1								
item_cs_dna_fanned_rawl	1								
item_cs_dna_mutated_slice_hound	1								
item_finned_blaggart_dna	1								
item_cs_dna_flewt	1								
item_cs_dna_flit	1								
item_cs_dna_flite_rasp	1								
item_dna_worm	1								
item_cs_dna_fynock	1								
item_cs_dna_gackle_bat	1								
item_cs_dna_gaping_spider	1								
item_cs_dna_gnort	1								
item_cs_dna_gorax	1								
item_cs_dna_graul	1								
item_cs_dna_gronda	1								
item_cs_dna_gualaar	1								
item_cs_dna_gualama	1								
item_cs_dna_gubbur	1								
item_cs_dna_guf_drolg	1								
item_cs_dna_gulginaw	1								
item_cs_dna_gurk	1								
