item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_cs_dna_grunaset	1								
item_cs_dna_gurreck	1								
item_cs_dna_hanadak	1								
item_cs_dna_hawk_bat	1								
item_cs_dna_hermit_spider	1								
item_cs_dna_mutated_dewback	1								
item_cs_dna_horned_krevol	1								
item_cs_dna_mutated_griffon	1								
item_cs_dna_horned_rasp	1								
item_cs_dna_huf_dun	1								
item_cs_dna_huurton	1								
item_cs_dna_ikopi	1								
item_cs_dna_jundak	1								
item_cs_dna_kaadu	1								
item_cs_dna_kai_tok	1								
item_cs_dna_kashyyyk_bantha	1								
item_cs_dna_katarn	1								
item_cs_dna_kima	1								
item_cs_dna_kimogila	1								
item_dna_kittle	1								
item_cs_dna_kkorrwrot	1								
item_cs_dna_kliknik	1								
item_monkey_lizard_dna	1								
item_cs_dna_krahbu	1								
item_cs_dna_krayt	1								
item_cs_dna_kubaza_beetle	1								
item_cs_dna_kusak	1								
item_cs_dna_kwi	1								
item_cs_dna_langlatch	1								
item_cs_dna_lantern_bird	1								
item_cs_dna_lava_flea	1								
item_cs_dna_malkloc	1								
item_mutated_malkloc_dna	1								
item_cs_dna_mamien	1								
item_cs_dna_massiff	1								
item_cs_dna_mawgax	1								
item_cs_dna_merek	1								
item_dna_minstyngar	1								
item_cs_dna_mooc	1								
item_cs_dna_mott	1								
item_dna_mouf	1								
item_cs_dna_murra	1								
item_cs_dna_murra_blanca	1								
item_cs_dna_sher_kar	1								
item_cs_dna_mutated_acklay	1								
item_cs_dna_mynock	1								
item_cs_dna_narglatch	1								
item_dna_nerf	1								
item_cs_dna_nexu	1								
item_cs_dna_nuna	1								
item_cs_dna_painted_spat	1								
item_pangrack_dna	1								
item_cs_dna_peko_peko	1								
item_cs_dna_perlek	1								
item_cs_dna_pharple	1								
item_cs_dna_picket	1								
item_cs_dna_pikobi	1								
item_cs_dna_plumed_rasp	1								
item_cs_dna_mutated_jax	1								
item_cs_dna_pugoriss	1								
item_cs_dna_purbole	1								
item_cs_dna_quenker	1								
item_cs_dna_rancor	1								
item_razor_angler_dna	1								
item_cs_dna_reek	1								
item_cs_dna_remmer	1								
item_cs_dna_reptilian_flyer	1								
item_cs_dna_mutated_reek	1								
item_cs_dna_roba	1								
