item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series9_computer_console_01	75000								
item_tcg_loot_reward_series9_fish_tank	75000								
item_tcg_loot_reward_series9_jedi_library_bookshelf	75000								
item_tcg_loot_reward_series9_painting_imperial_propaganda	75000								
item_tcg_loot_reward_series9_vendor_serving_droid	175000								
item_tcg_loot_reward_series9_greeter_gungan	225000								
item_tcg_loot_reward_series9_aoc	75000								
item_tcg_loot_reward_series9_cwm	75000								
item_tcg_loot_reward_series9_cws	75000								
item_tcg_loot_reward_series9_djj	1000000								
item_tcg_loot_reward_series9_ew1	75000								
item_tcg_loot_reward_series9_ew2	75000								
item_tcg_loot_reward_series9_rebels	75000								
item_tcg_loot_reward_series9_ro	75000								
item_tcg_loot_reward_series9_ros	75000								
item_tcg_loot_reward_series9_tfa	75000								
item_tcg_loot_reward_series9_tlj	75000								
item_tcg_loot_reward_series9_tpm	75000								
item_tcg_loot_reward_series9_solo	75000								
item_tcg_loot_reward_series9_lepese_dictionary	35000								
item_roadmap_spice_grey_gabaki_01_02	12500								
item_roadmap_spice_scramjet_01_02	12500								
item_roadmap_spice_shadowpaw_01_02	12500								
item_roadmap_spice_sweetblossom_01_02	17500								
item_roadmap_spice_giggledust_01_02	17500								
item_roadmap_spice_yarrock_01_02	17500								
item_roadmap_spice_pyrepenol_01_02	22500								
item_roadmap_spice_sedative_h4b_01_02	22500								
item_roadmap_spice_droid_lube_01_02	22500								
item_roadmap_spice_crash_n_burn_01_02	27500								
item_roadmap_spice_gunjack_01_02	27500								
item_roadmap_spice_thruster_head_01_02	27500								
item_roadmap_spice_kwi_boost_01_02	32500								
item_roadmap_spice_kliknik_boost_01_02	32500								
item_roadmap_spice_booster_blue_01_02	37500								
item_roadmap_spice_neutron_pixey_01_02	37500								
item_roadmap_spice_muon_gold_01_02	37500								
item_schematic_spice_grey_gabaki	125000								
item_schematic_spice_scramjet	125000								
item_schematic_spice_shadowpaw	125000								
item_schematic_spice_sweetblossom	175000								
item_schematic_spice_giggledust	175000								
item_schematic_spice_yarrock	175000								
item_schematic_spice_pyrepenol	225000								
item_schematic_spice_h4b	225000								
item_schematic_spice_droid_lube	225000								
item_schematic_spice_crash_n_burn	275000								
item_schematic_spice_gunjack	275000								
item_schematic_spice_thruster_head	275000								
item_schematic_spice_booster_blue	375000								
item_schematic_spice_neutron_pixey	375000								
item_schematic_spice_muon_gold	375000								
item_tcg_series9_uniform_admiral	750000								
item_tcg_series9_uniform_grand_admiral	750000								
item_tcg_series9_uniform_grand_general	750000								
item_tcg_series9_uniform_director	750000								
item_tcg_loot_reward_series9_ds2	75000								
item_tcg_loot_reward_series9_ep9	75000								
item_tcg_loot_reward_series9_fett	75000								
item_tcg_loot_reward_series9_swr	75000								
item_tcg_loot_reward_series9_vc	75000								
item_tcg_loot_reward_series9_ep9a	75000								
item_tcg_loot_reward_series9_ep9b	75000								
item_tcg_loot_reward_series9_jawa	75000								
item_tcg_loot_reward_series9_yacht	75000								
item_tcg_loot_reward_series9_tlj2	75000								
item_tcg_loot_reward_series9_ep9c	75000								
item_tcg_loot_reward_series9_mando	75000								
item_tcg_loot_reward_series9_ep9d	75000								
item_tcg_loot_reward_series9_ep9e	75000								
