item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series7_atpt_walker	250000								
item_tcg_loot_reward_series7_military_transport	250000								
item_tcg_loot_reward_series7_build01_tie_canopy	75000								
item_tcg_loot_reward_series7_build02_xwing_wing	75000								
item_tcg_loot_reward_series7_build03_gunship_blueprint	75000								
item_tcg_loot_reward_series7_build04_broken_ball_turret	75000								
item_tcg_loot_reward_series7_build05_eweb_decor	75000								
item_tcg_loot_reward_series7_deed_vehicle_garage	375000								
item_tcg_loot_reward_series7_deed_commando_bunker	375000								
item_tcg_loot_reward_series7_deed_vip_bunker	375000								
item_tcg_loot_reward_series7_purple_cape	85000								
item_tcg_loot_reward_series7_gold_cape	85000								
item_tcg_loot_reward_series7_handmade_sash	85000								
item_tcg_loot_reward_series7_embroidered_sash	85000								
item_tcg_loot_reward_series7_tie_fighter_familiar	165000								
item_tcg_loot_reward_series7_xwing_fighter_familiar	165000								
item_tcg_loot_reward_series7_hutt_fighter_familiar	165000								
item_tcg_loot_reward_series7_figrin_dan_diorama	75000								
item_tcg_loot_reward_series7_max_rebo_diorama	75000								
item_tcg_loot_reward_series7_camo_armor_kit	70000								
item_tcg_loot_reward_series7_battle_worn_armor_kit	70000								
item_tcg_loot_reward_series7_atst_chair	75000								
item_tcg_loot_reward_series7_commando_painting	75000								
item_tcg_loot_reward_series7_armored_backpack	85000								
item_tcg_loot_reward_series7_recon_backpack	85000								
item_tcg_loot_reward_series7_rocket_launcher	30000								
item_tcg_loot_reward_series7_lando_poster	75000								
item_tcg_loot_reward_series7_rebel_graffiti_set	75000								
item_tcg_loot_reward_series7_imperial_graffiti_set	75000								
