item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series4_child_bed_02_01	75000								
item_tcg_loot_reward_series4_medical_table_02_01	75000								
item_tcg_loot_reward_series4_chewbacca_statuette_02_01	75000								
item_tcg_loot_reward_series4_han_solo_statuette_02_01	75000								
item_tcg_loot_reward_series4_stuffed_tauntaun_02_01	75000								
item_tcg_loot_reward_series4_stuffed_wampa_02_01	75000								
item_tcg_loot_reward_series4_leia_and_r2_diorama_02_01	75000								
item_tcg_loot_reward_series4_tatooine_travel_advertisement_02_01	75000								
item_tcg_loot_reward_series4_kashyyyk_travel_advertisement_02_01	75000								
item_tcg_loot_reward_series4_droid_oil_bath_02_01	75000								
item_tcg_loot_reward_series4_generic_rug_02_01	75000								
item_tcg_loot_reward_series4_geonosian_speeder_02_01	250000								
item_tcg_loot_reward_series4_senate_pod_02_01	250000								
item_tcg_loot_reward_series4_tauntaun_ride_02_01	150000								
item_tcg_loot_reward_series4_video_game_table_02_01	150000								
item_tcg_loot_reward_series4_balta_podracer_02_01	250000								
item_tcg_loot_reward_series4_peko_peko_mount_02_01	225000								
item_tcg_loot_reward_series4_falleens_fist_02_01	60000								
item_tcg_loot_reward_series4_ball_of_peace_02_01	140000								
item_tcg_loot_reward_series4_t16_toy_02_01	75000								
item_tcg_loot_reward_series4_relaxation_pool_deed_02_01	375000								
item_tcg_loot_reward_series4_creature_pet_deed_nuna_02_01	185000								
item_tcg_loot_reward_series4_guise_of_vapaad_02_01	85000								
item_tcg_loot_reward_series4_chandrilan_dress_02_01	85000								
item_tcg_loot_reward_series4_location_itv_02_01	275000								
item_tcg_loot_reward_series4_home_itv_02_01	275000								
item_tcg_loot_reward_series4_vendor_kitonak_02_01	175000								
item_tcg_loot_reward_series4_vendor_toydarian_02_01	175000								
item_tcg_loot_reward_series4_greeter_palowick	225000								
item_tcg_loot_reward_series4_greeter_nightsister	225000								
item_dianoga_dumpster	150000								
