spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s
warren_agro_droid_atst		hugeroom74	23.92491722	-84	-20.61969376	2	theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		plusroom80	95.75371552	-84	-98.40267181	58	theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		plusroom80	95.75371552	-84	-98.40267181	58	theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		plusroom80	95.75371552	-84	-98.40267181	58	theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		plusroom80	95.75371552	-84	-98.40267181	58	theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2					
warren_bors_teraud		bigroom87	118.4384003	-52	39.37798691	2	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist_commander		plusroom84	87.48309326	-52	10.89470959	58	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		plusroom84	91.75022125	-52	11.09898281	58	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		plusroom84	91.75022125	-52	11.09898281	58	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		plusroom84	91.75022125	-52	11.09898281	58	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_agro_droid_s01		smallroom78	85.87767792	-60	-54.64413452	2	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_agro_droid_s01		smallroom78	85.87767792	-60	-54.64413452	58	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_agro_droid_s01		smallroom78	85.87767792	-60	-54.64413452	58	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_agro_droid_s01		smallroom78	85.87767792	-60	-54.64413452	58	theme_park.dungeon.generic_death			5400	int:ai.defaultCalmBehavior=2					
warren_imperial_officer		hugeroom69	15.04093361	-52	-69.36122894	58	theme_park.dungeon.generic_death			215	int:ai.defaultCalmBehavior=2					
warren_imperial_officer		hugeroom69	15.04093361	-52	-69.36122894	2	theme_park.dungeon.generic_death			215	int:ai.defaultCalmBehavior=2					
warren_imperial_officer		hugeroom69	15.04093361	-52	-69.36122894	58	theme_park.dungeon.generic_death			215	int:ai.defaultCalmBehavior=2					
warren_imperial_officer		hugeroom69	1.287453055	-52	-36.22848511	58	theme_park.dungeon.generic_death			205	int:ai.defaultCalmBehavior=2					
warren_imperial_officer		hugeroom69	1.287453055	-52	-36.22848511	58	theme_park.dungeon.generic_death			205	int:ai.defaultCalmBehavior=2					
warren_imperial_officer		hugeroom69	1.287453055	-52	-36.22848511	58	theme_park.dungeon.generic_death			205	int:ai.defaultCalmBehavior=2					
warren_stormtrooper		hugeroom69	-22.71477509	-52	-55.51921082	2	theme_park.dungeon.generic_death			200	int:ai.defaultCalmBehavior=2					
warren_stormtrooper		hugeroom69	-22.71477509	-52	-55.51921082	58	theme_park.dungeon.generic_death			200	int:ai.defaultCalmBehavior=2					
warren_stormtrooper		hugeroom69	-22.71477509	-52	-55.51921082	58	theme_park.dungeon.generic_death			200	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		hugeroom69	-5.867953777	-52	-70.70442963	58	theme_park.dungeon.generic_death			220	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		hugeroom69	-5.867953777	-52	-70.70442963	58	theme_park.dungeon.generic_death			220	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		hugeroom69	-5.867953777	-52	-70.70442963	2	theme_park.dungeon.generic_death			220	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		hugeroom69	-27.5986042	-52	-35.34315109	58	theme_park.dungeon.generic_death			210	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		hugeroom69	-27.5986042	-52	-35.34315109	58	theme_park.dungeon.generic_death			210	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist		hugeroom69	-27.5986042	-52	-35.34315109	58	theme_park.dungeon.generic_death			210	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist_cyborg		hugeroom69	13.85278416	-52	-52.92116547	58	theme_park.dungeon.generic_death			215	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist_cyborg		hugeroom69	13.85278416	-52	-52.92116547	2	theme_park.dungeon.generic_death			215	int:ai.defaultCalmBehavior=2					
warren_teraud_loyalist_cyborg		hugeroom69	13.85278416	-52	-52.92116547	58	theme_park.dungeon.generic_death			215	int:ai.defaultCalmBehavior=2					
warren_huurton_hostile		hugeroom69	-24.43401909	-52	-72.81425476	58	theme_park.dungeon.generic_death			205	int:ai.defaultCalmBehavior=2					
warren_huurton_hostile		hugeroom69	-24.43401909	-52	-72.81425476	58	theme_park.dungeon.generic_death			205	int:ai.defaultCalmBehavior=2					
warren_huurton_hostile		hugeroom69	-24.43401909	-52	-72.81425476	58	theme_park.dungeon.generic_death			205	int:ai.defaultCalmBehavior=2					
warren_huurton_hostile		hugeroom69	19.21153831	-52	-33.75436783	2	theme_park.dungeon.generic_death			220	int:ai.defaultCalmBehavior=2					
