spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s
janta_tribesman		world	7058.54	52.21771	-4067.45	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_tribesman		world	7058.54	52.21771	-4067.45	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_scout		world	7053.108	47.85289	-4096.27	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_scout		world	7053.108	47.85289	-4096.27	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_herbalist		world	7064.57	46.66617	-4136.5	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_herbalist		world	7064.57	46.66617	-4136.5	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_tribesman		world	-127.219	3.56188	-394.405	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_tribesman		world	-127.219	3.56188	-394.405	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_tribesman		world	-127.219	3.56188	-394.405	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_herbalist		world	-157.404	5.094076	-394.058	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_herbalist		world	-157.404	5.094076	-394.058	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_herbalist		world	-157.404	5.094076	-394.058	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
abandoned_rebel_private		world	-405.77	26.78621	-5131.13	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
abandoned_rebel_private		world	-405.77	26.78621	-5131.13	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
abandoned_rebel_private		world	-405.77	26.78621	-5131.13	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
dark_side_savage		world	-7074.83	0.335485	-6148.37	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
dantari_raider		world	5762.442	1.924787	-2972.36	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
dantari_raider		world	5762.442	1.924787	-2972.36	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
dantari_raider		world	5762.442	1.924787	-2972.36	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
dantari_raider		world	5762.442	1.924787	-2972.36	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
dantari_raider		world	5762.442	1.924787	-2972.36	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
force_sensitive_crypt_crawler		world	1920.942	1.354242	-4745.84	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
force_sensitive_crypt_crawler		world	1920.942	1.354242	-4745.84	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_shaman		world	-1117.51	1.411531	-3397.93	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_shaman		world	-1117.51	1.411531	-3397.93	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_warrior		world	-3379.48	11.14109	-4724.65	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_warrior		world	-3379.48	11.14109	-4724.65	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_warrior		world	-3379.48	11.14109	-4724.65	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_loreweaver		world	-3387.2	10.93067	-4728.37	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
janta_loreweaver		world	-3387.2	10.93067	-4728.37	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
thug		world	-5964.99	2.688256	-4571.81	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bol		world	5425.489	11.14532	-860.303	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bol		world	5425.489	11.14532	-860.303	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bol		world	5425.489	11.14532	-860.303	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bol		world	5425.489	11.14532	-860.303	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bol		world	5425.489	11.14532	-860.303	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
force_sensitive_renegade		world	2529.485	56.58945	-2857.75	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
force_sensitive_renegade		world	2529.485	56.58945	-2857.75	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bile_drenched_quenker		world	-2175.42	7.853622	-2226.48	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bile_drenched_quenker		world	-2175.42	7.853622	-2226.48	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
bile_drenched_quenker		world	-2175.42	7.853622	-2226.48	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_clan_primalist		world	-4057.99	2.098613	-737.408	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
kunga_clan_primalist		world	-4057.99	2.098613	-737.408	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
vexed_voritor_lizard		world	-5499.91	15.54376	-1778.16	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
vexed_voritor_lizard		world	-5499.91	15.54376	-1778.16	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
vexed_voritor_lizard		world	-5499.91	15.54376	-1778.16	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
thune_grassland_guardian		world	6562.413	5.04654	-164.332	0	theme_park.dungeon.generic_death				 int:ai.defaultCalmBehavior=2					
