strQuality	strItemName	strItemType	enabled	comments
s	s	s	Int[1]	s
all	object/tangible/ship/components/armor/arm_corellian_elite_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_corellian_improved_advanced_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_corellian_reinforced_supreme_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_corellian_supreme_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_kessel_imperial_rendili_crystalline_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_kessel_imperial_sfs_imperial_finest.iff	armor		
all	object/tangible/ship/components/armor/arm_kessel_rebel_mandal_corrugated_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_kessel_rebel_sorosuub_spidershell_plating.iff	armor		
all	object/tangible/ship/components/armor/arm_koensayr_elite_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_koensayr_improved_elite_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_koensayr_limited_supreme_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_koensayr_special_supreme_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_kse_elite_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_kse_modified_supreme_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_mandal_double_insulated_i7.iff	armor		
all	object/tangible/ship/components/armor/arm_mandal_modified_supreme_composite.iff	armor		
all	object/tangible/ship/components/armor/arm_mandal_reinforced_advanced_composite.iff	armor		
all	object/tangible/ship/components/armor/arm_mandal_supreme_composite.iff	armor		
all	object/tangible/ship/components/armor/arm_mission_reward_imperial_rss_special_durasteel.iff	armor		
all	object/tangible/ship/components/armor/arm_sorosuub_advanced_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_sorosuub_enhanced_advanced_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_subpro_advanced_plasisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_subpro_enhanced_supreme_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_subpro_experimental_advanced_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_subpro_supreme_plastisteel.iff	armor		
all	object/tangible/ship/components/armor/arm_fibertech_steel_plating.iff	armor		
all	object/tangible/ship/components/booster/bst_corellian_elite_thrust_enhancer.iff	booster		
all	object/tangible/ship/components/booster/bst_corellian_performance_advanced_thrust_enhancer.iff	booster		
all	object/tangible/ship/components/booster/bst_incom_deluxe_fynock.iff	booster		
all	object/tangible/ship/components/booster/bst_incom_sls_1.iff	booster		
all	object/tangible/ship/components/booster/bst_kessel_imperial_cygnus_hyperthrust.iff	booster		
all	object/tangible/ship/components/booster/bst_kessel_imperial_sfs_ultra_thrust.iff	booster		
all	object/tangible/ship/components/booster/bst_kessel_rebel_incom_quicksilver.iff	booster		
all	object/tangible/ship/components/booster/bst_kessel_rebel_mandal_lightning_m1.iff	booster		
all	object/tangible/ship/components/booster/bst_koensayr_charged_advanced.iff	booster		
all	object/tangible/ship/components/booster/bst_koensayr_elite.iff	booster		
all	object/tangible/ship/components/booster/bst_koensayr_racer_mk3.iff	booster		
all	object/tangible/ship/components/booster/bst_kse_als_1.iff	booster		
all	object/tangible/ship/components/booster/bst_kse_deluxe_bti3.iff	booster		
all	object/tangible/ship/components/booster/bst_kuat_military_mk3.iff	booster		
all	object/tangible/ship/components/booster/bst_mandal_deluxe_jbj_mk4.iff	booster		
all	object/tangible/ship/components/booster/bst_mandal_jbj_mk5.iff	booster		
all	object/tangible/ship/components/booster/bst_mission_reward_neutral_mandal_q_series.iff	booster		
all	object/tangible/ship/components/booster/bst_mission_reward_rebel_qualdex_halcyon.iff	booster		
all	object/tangible/ship/components/booster/bst_moncal_elite.iff	booster		
all	object/tangible/ship/components/booster/bst_moncal_rare_advanced.iff	booster		
all	object/tangible/ship/components/booster/bst_novaldex_pulsar_advanced.iff	booster		
all	object/tangible/ship/components/booster/bst_sorosuub_enhanced_liberator_mk4.iff	booster		
all	object/tangible/ship/components/booster/bst_sorosuub_liberator_mk5.iff	booster		
all	object/tangible/ship/components/booster/bst_subpro_accelatron_mk5.iff	booster		
all	object/tangible/ship/components/booster/bst_subpro_modified_accelatron_mk4.iff	booster		
all	object/tangible/ship/components/booster/bst_surronian_accelerator_mk2.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap10.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap9.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_rendili_hyperbattery.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_sfs_array.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_armek_array.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_taim_hypercharger.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_koensayr_deluxe_mk4.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_koensayr_mk5.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_kse_limited_mk4.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_kse_mk5.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk5.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_mandal_rare_powermaster_mk4.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_moncal_elite.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_moncal_enhanced_advanced.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_novaldex_wampa_s2.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_novaldex_wampa_s3.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx4.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx5.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_dynamo_mk4.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_supercharged_dynamo_mk4.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_subpro_dauntless_z3.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_subpro_dauntless_z5.iff	booster		
all	object/tangible/ship/components/weapon_capacitor/cap_tiefighter_elite_mk3.iff	booster		
all	object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk3.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_hk_advanced.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_hk_mk4.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_incom_advanced_droid_interface.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_incom_enhanced_droid_interface_mk4.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kessel_imperial_cygnus_dp44.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kessel_imperial_sfs_imperial_finest.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kessel_rebel_incom_dx61.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kessel_rebel_qualdex_integrated_array.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kse_advanced_manager.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_kse_elite_manager_1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_mission_reward_rebel_novaldex_low_latency.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_moncal_advanced_interface.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_moncal_dk4.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_novaldex_advanced_droid_interface.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_novaldex_custom_droid_interface_mk4.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk4.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_qualdex_enhanced_droid_interface_mk5.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_rendili_elite_imperator.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sds_imperial_4.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sds_imperial_5.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk4.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_mk5.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_1.iff	droid_interface		
all	object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_2.iff	droid_interface		
all	object/tangible/ship/components/engine/eng_cygnus_hdx.iff	engine		
all	object/tangible/ship/components/engine/eng_incom_improved_fusialthrust_2.iff	engine		
all	object/tangible/ship/components/engine/eng_koensayr_heavy_ionjet.iff	engine		
all	object/tangible/ship/components/engine/eng_mandal_firestorm_2.iff	engine		
all	object/tangible/ship/components/engine/eng_mission_reward_neutral_haor_chall_military.iff	engine		
all	object/tangible/ship/components/engine/eng_moncal_ifs64.iff	engine		
all	object/tangible/ship/components/engine/eng_novaldex_x9.iff	engine		
all	object/tangible/ship/components/engine/eng_rss_imperial_skyrunner_4.iff	engine		
all	object/tangible/ship/components/engine/eng_sfs_imperial_5.iff	engine		
all	object/tangible/ship/components/engine/engine_kuat_tc40.iff	engine		
all	object/tangible/ship/components/engine/engine_qualdex_igt.iff	engine		
all	object/tangible/ship/components/engine/eng_gallofree_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_incom_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_kessel_imperial_rendili_hyperion_drive.iff	engine		
all	object/tangible/ship/components/engine/eng_kessel_imperial_sfs_special_forces.iff	engine		
all	object/tangible/ship/components/engine/eng_kessel_rebel_incom_t11_elite.iff	engine		
all	object/tangible/ship/components/engine/eng_kessel_rebel_novaldex_grb1138.iff	engine		
all	object/tangible/ship/components/engine/eng_koensayr_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_kse_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_mandal_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_novaldex_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_qualdex_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_rss_advanced.iff	engine		
all	object/tangible/ship/components/engine/eng_sfs_advanced.iff	engine		
all	object/tangible/ship/components/engine/engine_ubrikkian_n2.iff	engine		
all	object/tangible/ship/components/engine/eng_quantum_ion_drive.iff	engine		
all	object/tangible/ship/components/reactor/rct_sds_special_forces_1.iff	reactor		
all	object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk3.iff	reactor		
all	object/tangible/ship/components/reactor/rct_armek_super_collider.iff	reactor		
all	object/tangible/ship/components/reactor/rct_mission_reward_imperial_rss_advanced_military.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sfs_imperial_5.iff	reactor		
all	object/tangible/ship/components/reactor/rct_subpro_dyna2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_taim_experimental_s2.iff	reactor		
all	object/tangible/ship/components/reactor/rct_slayn_vortex_mk4.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kse_rct_z.iff	reactor		
all	object/tangible/ship/components/reactor/rct_incom_mark5.iff	reactor		
all	object/tangible/ship/components/reactor/rct_mandal_dxr6.iff	reactor		
all	object/tangible/ship/components/reactor/rct_mandal_dx_advanced.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kessel_imperial_sfs_special_forces.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kessel_imperial_kdy_powermaster.iff	reactor		
all	object/tangible/ship/components/reactor/rct_mandalor_gorax.iff	reactor		
all	object/tangible/ship/components/reactor/rct_rss_advanced.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sfs_advanced.iff	reactor		
all	object/tangible/ship/components/reactor/rct_cygnus_advanced.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kse_supreme.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kessel_rebel_mandal_modified_gorax.iff	reactor		
all	object/tangible/ship/components/reactor/rct_sorosuub_turbine_advanced.iff	reactor		
all	object/tangible/ship/components/reactor/rct_armek_ultra_collider.iff	reactor		
all	object/tangible/ship/components/reactor/rct_incom_advanced.iff	reactor		
all	object/tangible/ship/components/reactor/rct_kessel_rebel_incom_overdriven_elite.iff	reactor		
all	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_elite.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_cygnus_mk5.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_gallofree_defender_2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_techscreen_1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_incom_techscreen_2.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_interlaced_graviton.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kessel_imperial_cygnus_experimental_system.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kessel_imperial_sfs_megapolyweb.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kessel_rebel_incom_rayshield_overdriver.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kessel_rebel_unknown_proton_interweave_system.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_advanced.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_koensayr_modified_deflector_advanced.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kse_mk6.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_kse_mk7.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mandal_flexshield_kx1.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mission_reward_imperial_cygnus_holoscreen.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mission_reward_neutral_armek_plasma_web.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_mission_reward_rebel_taim_military_grade.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_moncal_ionweb_advanced.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_moncal_ionweb_elite.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_phased_fullerine_fx92.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_modified_polyweb_advanced.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_polyweb_4.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_polyweb_6.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_sfs_polyweb_advanced.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_taim_advanced.iff	shield		
all	object/tangible/ship/components/shield_generator/shd_taim_enhanced_advanced.iff	shield		
all	object/tangible/ship/components/weapon/wpn_armek_advanced.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_armek_sw7.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_borstel_rg9.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_corellian_ag1g_laser.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_cygnus_eradicator_1.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_gyrhil_auto_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_hk_scorcher_advanced.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_hk_scorcher_elite.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_incom_heavy_quad_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_incom_quad_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_kessel_imperial_rendili_prototype_x.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_kessel_imperial_sfs_elite_ops.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_kessel_rebel_incom_dualcore_flashcannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_kessel_rebel_riiz_combine_slammer_cannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_koensayr_ion_accelerator_advanced.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mandal_advanced_annihilator.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mandal_heavy_annihilator.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mission_reward_neutral_borstel_disruptor.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_mission_reward_rebel_incom_tricannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_rendili_advanced.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_sds_elite.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_sds_heavy_imperial_spc_forces_cannon.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_sfs_elite.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_sfs_imperial_special_forces_blaster.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_taim_heavy_laser.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_taim_kx9.iff	weapon		
all	object/tangible/ship/components/weapon/wpn_vengeance_ion_cannon.iff	weapon		
