strQuality	strItemName	strItemType	enabled	comments
s	s	s	Int[1]	s
any	object/tangible/ship/components/armor/arm_corellian_enhanced_elite_plastisteel.iff	armor		
any	object/tangible/ship/components/armor/arm_kessel_imperial_sds_imperial_impervious.iff	armor		
any	object/tangible/ship/components/armor/arm_kessel_rebel_slayn_flexsteel_multilayer.iff	armor		
any	object/tangible/ship/components/armor/arm_mandal_elite_composite.iff	armor		
any	object/tangible/ship/components/armor/arm_mandal_enhanced_elite_composite.iff	armor		
any	object/tangible/ship/components/armor/arm_moncal_advanced_weave.iff	armor		
any	object/tangible/ship/components/armor/arm_moncal_elite_weave.iff	armor		
any	object/tangible/ship/components/armor/arm_moncal_supreme_weave.iff	armor		
any	object/tangible/ship/components/armor/arm_sorosuub_elite_plastisteel.iff	armor		
any	object/tangible/ship/components/armor/arm_sorosuub_modified_elite_plastisteel.iff	armor		
any	object/tangible/ship/components/armor/arm_subpro_elite_plastisteel.iff	armor		
any	object/tangible/ship/components/armor/arm_subpro_special_elite_plastisteel.iff	armor		
any	object/tangible/ship/components/booster/bst_corellian_highly_modified_elite_thrust_enhancer.iff	booster		
any	object/tangible/ship/components/booster/bst_incom_elite_sls_1.iff	booster		
any	object/tangible/ship/components/booster/bst_kessel_imperial_sds_experimental_b7.iff	booster		
any	object/tangible/ship/components/booster/bst_kessel_rebel_incom_windrunner.iff	booster		
any	object/tangible/ship/components/booster/bst_koensayr_deluxe_elite.iff	booster		
any	object/tangible/ship/components/booster/bst_koensayr_racer_mk4.iff	booster		
any	object/tangible/ship/components/booster/bst_kse_elite_als_1.iff	booster		
any	object/tangible/ship/components/booster/bst_kuat_military_mk4.iff	booster		
any	object/tangible/ship/components/booster/bst_mandal_limited_jbj_mk5.iff	booster		
any	object/tangible/ship/components/booster/bst_moncal_enhanced_elite.iff	booster		
any	object/tangible/ship/components/booster/bst_novaldex_quasar_advanced.iff	booster		
any	object/tangible/ship/components/booster/bst_sorosuub_well_tuned_liberator_mk5.iff	booster		
any	object/tangible/ship/components/booster/bst_subpro_elite_accelatron_mk5.iff	booster		
any	object/tangible/ship/components/weapon_capacitor/cap_corellian_elite.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_sds_imperial_finest.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_deepwell_k33_prototype.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_koensayr_elite_mk5.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_kse_elite_mk5.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_mandal_powersoak.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_mandal_provider_p1.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_moncal_deluxe_elite.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_novaldex_experimental.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_qualdex_experimental.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_flash.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_subpro_experimental.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_tiefighter_experimental.iff	capacitor		
any	object/tangible/ship/components/weapon_capacitor/cap_z95_deepwell_experimental.iff	capacitor		
any	object/tangible/ship/components/droid_interface/ddi_freitek_elite.iff	droid_interface		
any	object/tangible/ship/components/droid_interface/ddi_hk_elite.iff	droid_interface		
any	object/tangible/ship/components/droid_interface/ddi_incom_elite.iff	droid_interface		
