spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s
farmer_agriculturalist		departures1	-53.137	2.6394	37.6938	0	theme_park.dungeon.generic_death			300						
scavenger		departures1	-53.137	2.6394	38.7938	0	theme_park.dungeon.generic_death			300						
rodian_clan_medic		departures1	-54.237	2.6394	38.7938	0	theme_park.dungeon.generic_death			300						
bounty_hunter		ticket2	-36.1846	1.6394	63.1406	0	theme_park.dungeon.generic_death			300						
gambler		ticket2	-36.1846	1.6394	64.2406	0	theme_park.dungeon.generic_death			300						
ep3_chassis_broker_05		foyer4	2.1483	0.6394	67.5897	180				300						
dim_u_preacher		arrivals1	54.6956	-0.5211	37.0243	180	theme_park.dungeon.generic_death			300						
moisture_farmer		arrivals1	54.6956	-0.5211	37.0243	180	theme_park.dungeon.generic_death			300						
medic		arrivals1	54.6956	-0.5211	37.0243	180	theme_park.dungeon.generic_death			300						
commoner		world	1184.7	7	3106.1	180	theme_park.dungeon.generic_death			300						
commoner		world	1288.9	7	3208.8	0	theme_park.dungeon.generic_death			300						
commoner		world	1389.1	7.5	3162.3	0	theme_park.dungeon.generic_death			300						
commoner		world	1337.3	7	3035.4	0	theme_park.dungeon.generic_death			300						
commoner		world	1332.9	7	3031.9	0	theme_park.dungeon.generic_death			300						
commoner		world	1340.3	7	3068.2	0	theme_park.dungeon.generic_death			300						
commoner		world	1378.9	7	3087.9	0	theme_park.dungeon.generic_death			300						
commoner		world	1294.6	7	3002.8	0	theme_park.dungeon.generic_death			300						
artisan		world	1326.9	7	3163.4	0	theme_park.dungeon.generic_death			300						
farmer		world	1326.9	7	3164.4	0	theme_park.dungeon.generic_death			300						
settler		world	1326.4	7	3119.8	0	theme_park.dungeon.generic_death			300						
commoner		world	1391.3	7.5	3202.5	0	theme_park.dungeon.generic_death			300						
commoner		world	1420.2	7	3090	0	theme_park.dungeon.generic_death			300						
commoner		world	1448.7	7	3183.3	0	theme_park.dungeon.generic_death			300						
commoner		world	1450.1	7	3202.9	0	theme_park.dungeon.generic_death			300						
commoner		world	1449.9	7	3138	0	theme_park.dungeon.generic_death			300						
commoner		world	1332.9	7	3031.9	0	theme_park.dungeon.generic_death			300						
commoner		world	1313	7	3028.2	0	theme_park.dungeon.generic_death			300						
commoner		world	1294.6	7	3002.8	0	theme_park.dungeon.generic_death			300						
commoner		world	1271.2	7	2972.5	0	theme_park.dungeon.generic_death			300						
