spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value	radius	planet_level
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s	f	i[0]
dewback		world	-5725.188965	23.50596809	6484.336914		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
dewback		world	-5725.188965	23.50596809	6484.336914		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
dewback		world	-5725.188965	23.50596809	6484.336914		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
tusken_chief		world	-4825.228516	26.65001869	6528.963867		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
tusken_commoner		world	-4826.280273	26.77096748	6532.400879		theme_park.dungeon.generic_death			3	int:ai.defaultCalmBehavior=2						1.5	1
tusken_bantha		world	-4821.322754	26.39130592	6529.914063		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=1						1.5	1
giant_sand_beetle		world	-5799.210938	54.335289	5405.506836		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
giant_sand_beetle		world	-5799.210938	54.335289	5405.506836		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
giant_sand_beetle		world	-5799.210938	54.335289	5405.506836		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
giant_sand_beetle		world	-5799.210938	54.335289	5405.506836		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
alkhara_bandit		world	-4690.963379	30.69375801	5460.406738		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
alkhara_bandit		world	-4690.963379	30.69375801	5460.406738		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
alkhara_bandit		world	-4690.963379	30.69375801	5460.406738		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
alkhara_bandit		world	-4690.963379	30.69375801	5460.406738		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
alkhara_bandit		world	-4690.963379	30.69375801	5460.406738		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
valarian_assassin		world	-4466.796875	32.97682953	5785.674316		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=1						1.5	1
ig_assassin_droid		world	-4471.55127	33.17782593	5781.618652		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=1						1.5	1
giant_sand_beetle		world	-6206.745605	34.46037674	5060.157227		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
giant_sand_beetle		world	-6206.745605	34.46037674	5060.157227		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
giant_sand_beetle		world	-6206.745605	34.46037674	5060.157227		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
giant_sand_beetle		world	-6206.745605	34.46037674	5060.157227		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
giant_sand_beetle		world	-6206.745605	34.46037674	5060.157227		theme_park.dungeon.generic_death			3600	int:ai.defaultCalmBehavior=2						1.5	1
desert_demon_leader		world	-6110.185547	190.2492218	3965.165527		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=1						1.5	1
desert_demon_bodyguard		world	-6109.855957	191.2199707	3971.765869		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
desert_demon_bodyguard		world	-6109.855957	191.2199707	3971.765869		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
desert_demon_bodyguard		world	-6109.855957	191.2199707	3971.765869		theme_park.dungeon.generic_death			360	int:ai.defaultCalmBehavior=2						1.5	1
