spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s
object/tangible/furniture/tatooine/frn_tatt_table_cantina_table_1.iff		livingroom1	-9.4	0.4	1.3	-61				300						
object/tangible/furniture/tatooine/frn_tatt_table_cantina_table_1.iff		livingroom1	5.2	0.4	-9.4	-143				300						
object/tangible/furniture/modern/table_modern_style_01.iff		livingroom1	-2.9	0.4	-8.3	-129				300						
object/mobile/tatooine_npc/nitra_vendallan.iff		livingroom1	-2.953	0.4083	-9.3071	-129	npc.static_quest.quest_convo			300	string:quest_table=nitra_vendallan					
rebel_recruiter		hall1	-6.2201	-3.9662	-6.589	90				300						
rebel_recruiter		world	69.6872	52	-5349.47	3				300						
object/tangible/furniture/modern/armoire_modern_style_01.iff		livingroom1	0.7	0.4	-10.3	0				300						
object/tangible/furniture/modern/armoire_modern_style_01.iff		livingroom1	-2.4	0.4	-10.3	0				300						
object/tangible/furniture/modern/couch_modern_style_02.iff		livingroom1	-5.2	0.4	-3.8	90				300						
object/tangible/furniture/modern/coffee_table_modern_style_01.iff		livingroom1	-3.4	0.4	-3.8	-90				300						
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		livingroom1	-2.0	0.4	-6.0	-47				300						
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		livingroom1	-2.0	0.4	-1.9	-171				300						
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		livingroom1	0.3	0.4	-5.2	22				300						
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		livingroom1	0.5	0.4	-2.0	144				300						
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		livingroom1	4.1	0.4	-2.3	-141				300						
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		livingroom1	4.1	0.4	-5.2	-48				300						
object/tangible/furniture/modern/coffee_table_modern_style_01.iff		livingroom1	2.0	0.4	-3.8	180				300						
object/mobile/dressed_commoner_fat_human_male_01.iff		livingroom1	-9.587	0.4083	0.5747	90			explain	300						
object/tangible/terminal/terminal_mission_rebel.iff		hall1	0.2	-4.0	-1.7	-90				300						
object/tangible/terminal/terminal_mission_rebel.iff		hall1	0.2	-4.0	-4.0	-90				300						

