spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s
gcw_city_rebel_specforce_assault		world	-5145.1299	6	4302.5713	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5145.1289	6	4302.5713	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
reb_prisoner_rebtrooper		world	-5160.9902	6.5221	4159.54	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
crackdown_rebel_guard_captain_hard		world	-5126.48	6.5221	4130.79	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5163.6299	6	4174.125	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5163.6299	6	4174.125	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5162.0337	6	4176.0254	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
naboo_theed_lt_khartoor		world	-4887.71	6	4187.6445	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-4919.3057	6	4125.9287	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4918.8486	6	4172.7871	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-4919.166	6	4128.2422	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_base_stormtrooper		world	-4913.4102	6	4154.8179	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-4916.7139	6	4166.3936	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4921.5391	6	4174.9033	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-4919.3057	6	4125.9287	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4911.9619	6	4182.0586	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4911.9619	6	4182.0586	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-4916.7139	6	4166.3936	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
droideka		world	-4932.0312	6	4201.5376	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-4889.8711	6	4162.0508	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-4891.5078	6	4163.5527	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
mission_rsf_security_officer		world	-4917.9097	6	4100.2573	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
commando_21_reward		world	-4912.5898	6	4088.96	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
plainsfolk		world	-4870.8623	6	4179.626	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
bothan_diplomat		world	-4835.2759	6	4150.0894	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
protocol_droid_3po_silver		world	-4856.5649	6	4158.1182	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
exar_kun_intro_rebel		world	-4845.1699	6.4268	4165.6802	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4934.5859	6	4073.335	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
reb_prisoner_rebtrooper		world	-4911.5298	6	4089.7	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
reb_prisoner_rebtrooper		world	-4848.1001	6.5581	4172.25	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4845.061	6	4125.0947	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4845.792	6	4123.1719	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4934.7061	6	4073.3125	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-4934.7769	6	4072.5015	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5151.5498	6	4188.5098	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5153.2168	6	4186.5244	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5153.2168	6	4186.5244	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-5116.8799	6	4278.54	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
dark_trooper		world	-4974.04	6	4238.0498	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
fbase_stormtrooper_extreme		world	-4989.6299	6	4221.5801	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-5101.8623	6	4213.1445	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_base_stormtrooper		world	-4913.4102	6	4154.8179	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-5112.4932	6	4212.4248	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
dark_trooper		world	-4980.1001	6	4231.4399	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_commando_defense		world	-5107.7861	6	4212.7432	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5024.3945	6	4220.3638	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
gcw_city_rebel_specforce_assault		world	-5049.0361	6	4221.0059	90	theme_park.dungeon.generic_death			100	 int:ai.defaultCalmBehavior=2					
