objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
601454201	0	object/building/mustafar/structures/must_jeditemple_platform_lrg.iff	0	499.4	-160	2024.1	1	0	0	0		
601454202	0	object/static/worldbuilding/furniture/item_statue_sistros.iff	0	493.2	-158.8	2022.3	0.78801	0	0.61566	0		
601454203	0	object/static/structure/naboo/nboo_imprv_short_curved_wall_large_s01.iff	0	492.8	-158.8	2028.1	0.5	0	0.86603	0		
601454204	0	object/static/structure/naboo/nboo_imprv_pillar_pillar_s01.iff	0	493.1	-162	2028.5	0.23345	0	-0.97237	0		
601454205	0	object/static/structure/naboo/nboo_imprv_pillar_pillar_s01.iff	0	496.2	-162	2016.9	0.23345	0	-0.97237	0		
601454206	0	object/static/structure/general/campfire_burnt.iff	0	499.6	-158.9	2024.2	0.60182	0	-0.79864	0		
601454207	0	object/static/particle/pt_campfire_nosmoke.iff	0	499.6	-158.7	2024.2	0.60182	0	-0.79864	0		
601454208	0	object/static/structure/general/planter_generic_style_1.iff	0	498.1	-158.8	2030.9	1	0	0	0		
601454209	0	object/static/structure/general/planter_generic_style_1.iff	0	501.2	-158.8	2017.3	0.41469	0	0.90996	0		
601454210	0	object/building/endor/endor_tiki_torch.iff	0	496.9	-158.8	2018.3	0.98325	0	0.18224	0		
601454211	0	object/building/endor/endor_tiki_torch.iff	0	494.5	-158.8	2027.8	0.41469	0	0.90996	0		
